"Model","MAE","MAPE","RMSE"
"SARIMA(1,0,1)(1,0,1)12",0.116656047929091,12.6378756031534,0.14099597364244
"Holt-Winters Additive",0.311568555458442,115.542306587497,0.396145930602677
